ID_ESTACION|CAMPAÑA|precip_cum_01|precip_cum_02|precip_cum_03|precip_cum_04|precip_cum_05|precip_cum_06|snow_cum_01|snow_cum_02|snow_cum_03|snow_cum_04|snow_cum_05|snow_cum_06|temperature_max_mean_01|temperature_max_mean_02|temperature_max_mean_03|temperature_max_mean_04|temperature_max_mean_05|temperature_max_mean_06|uvIndex_max_01|uvIndex_max_02|uvIndex_max_03|uvIndex_max_04|uvIndex_max_05|uvIndex_max_06
2|17|90.5|3.6|113.4|29.900000000000002|2.6999999999999997|23.9|10.0|0.0|0.0|0.0|0.0|0.0|11.561290322580644|15.37857142857143|18.76774193548387|20.34333333333333|25.76451612903226|31.35|3.0|4.0|6.0|8.0|9.0|9.0
2|18|88.80000000000001|33.4|42.2|33.3|60.7|71.2|0.0|0.0|0.0|0.0|0.0|0.0|14.44516129032258|12.25|15.983870967741936|19.723333333333336|22.806451612903224|27.716666666666665|3.0|4.0|6.0|8.0|9.0|9.0
2|19|1.6|5.1000000000000005|37.699999999999996|207.6|4.4|2.6|0.0|0.0|0.0|0.0|0.0|0.0|13.970967741935485|17.15357142857143|18.906451612903226|18.126666666666665|24.14516129032258|29.653333333333332|3.0|4.0|6.0|8.0|9.0|9.0
2|20|55.9|0.1|126.5|58.4|33.5|6.199999999999999|0.4|0.0|0.0|0.0|0.0|0.0|13.829032258064515|18.979310344827585|16.835483870967742|18.94333333333333|25.906451612903226|28.903333333333332|3.0|4.0|6.0|8.0|9.0|9.0
2|21|26.2|1.2|14.8|78.1|46.800000000000004|38.1|0.9|0.0|0.0|0.0|0.0|0.0|12.845161290322581|17.232142857142858|16.793548387096774|17.959999999999997|23.925806451612903|27.89333333333333|3.0|4.0|6.0|8.0|9.0|9.0
2|22|1.8|6.7|151.0|96.89999999999999|46.8|2.0|0.0|0.0|0.0|0.0|0.0|0.0|14.206451612903225|16.767857142857142|14.341935483870968|17.613333333333333|26.35483870967742|31.936666666666667|3.0|4.0|6.0|8.0|9.0|9.0
3|16|9.2|14.5|35.7|72.4|61.5|4.9|0.0|0.0|0.0|0.0|0.0|0.0|14.332258064516129|14.189655172413794|15.480645161290322|18.84|22.874193548387098|30.003333333333334|3.0|4.0|6.0|8.0|9.0|9.0
3|17|149.8|7.800000000000001|154.7|56.0|1.4000000000000001|10.999999999999998|20.8|0.0|0.0|0.0|0.0|0.0|10.106451612903227|13.321428571428571|17.36774193548387|19.073333333333334|24.335483870967742|30.216666666666665|3.0|4.0|6.0|8.0|9.0|9.0
3|18|101.8|82.6|55.8|27.5|50.2|53.300000000000004|0.0|3.4|0.0|0.0|0.0|0.0|12.729032258064517|10.635714285714286|14.041935483870969|17.566666666666666|21.716129032258067|27.06|3.0|4.0|6.0|8.0|9.0|9.0
3|19|1.8000000000000003|4.0|33.0|165.8|7.300000000000001|1.2|0.0|0.0|0.0|0.0|0.0|0.0|12.474193548387097|15.25|17.483870967741936|16.506666666666668|22.906451612903226|27.966666666666665|3.0|4.0|6.0|8.0|9.0|9.0
3|20|97.2|0.6000000000000001|112.1|56.8|31.1|7.8|21.299999999999997|0.0|0.0|0.0|0.0|0.0|12.287096774193548|17.451724137931034|14.64516129032258|17.296666666666667|24.406451612903226|28.290000000000003|3.0|4.0|6.0|8.0|9.0|9.0
3|21|41.6|2.5|22.5|61.199999999999996|39.6|30.0|13.999999999999998|0.0|0.0|0.0|0.0|0.0|10.829032258064515|14.982142857142858|14.851612903225806|16.363333333333333|22.993548387096773|27.046666666666667|3.0|4.0|6.0|8.0|9.0|9.0
3|22|2.1999999999999997|7.200000000000001|167.0|110.3|42.400000000000006|3.9|0.0|0.0|0.0|0.0|0.0|0.0|12.83548387096774|15.65|11.98709677419355|15.870000000000001|25.280645161290323|31.676666666666666|3.0|4.0|6.0|8.0|9.0|9.0
4|16|12.4|21.7|57.4|94.8|59.0|10.4|0.0|0.0|0.0|0.0|0.0|0.0|14.661290322580646|14.617241379310345|15.790322580645162|19.266666666666666|23.009677419354837|30.033333333333335|3.0|4.0|6.0|8.0|9.0|9.0
4|17|95.2|8.6|134.70000000000002|54.9|6.6000000000000005|9.700000000000001|15.5|0.0|0.0|0.0|0.0|0.0|10.44516129032258|13.971428571428572|17.88064516129032|19.826666666666664|25.345161290322583|31.403333333333332|3.0|4.0|6.0|8.0|9.0|9.0
4|18|79.1|65.9|58.3|28.200000000000003|68.3|73.0|0.0|0.7999999999999999|0.0|0.0|0.0|0.0|12.864516129032259|10.896428571428572|14.403225806451612|18.433333333333334|22.174193548387095|27.61|3.0|4.0|6.0|8.0|9.0|9.0
4|19|0.8999999999999999|4.8999999999999995|32.4|192.5|6.6000000000000005|1.7000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|12.687096774193549|15.782142857142857|17.906451612903226|17.04|23.92258064516129|29.173333333333336|3.0|4.0|6.0|8.0|9.0|9.0
4|20|74.6|0.7000000000000001|139.5|58.4|23.0|6.5|10.4|0.0|0.0|0.0|0.0|0.0|12.603225806451613|17.682758620689654|15.306451612903226|18.133333333333333|25.248387096774195|29.063333333333333|3.0|4.0|6.0|8.0|9.0|9.0
4|21|25.2|1.9|15.5|42.1|36.300000000000004|32.9|4.800000000000001|0.0|0.0|0.0|0.0|0.0|10.83548387096774|15.592857142857143|15.261290322580646|16.803333333333335|23.13225806451613|27.276666666666664|3.0|4.0|6.0|8.0|9.0|9.0
4|22|0.0|9.1|145.9|96.4|49.199999999999996|2.8000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|13.041935483870969|15.814285714285715|12.53225806451613|16.26|25.9741935483871|32.4|3.0|4.0|6.0|8.0|9.0|9.0
5|16|13.1|15.1|36.0|95.6|59.2|5.2|0.0|0.0|0.0|0.0|0.0|0.0|14.719354838709679|14.582758620689654|15.829032258064515|18.733333333333334|23.083870967741937|29.93|3.0|4.0|6.0|8.0|9.0|9.0
5|17|159.0|6.3999999999999995|166.7|53.2|2.4|16.5|18.9|0.0|0.0|0.0|0.0|0.0|10.441935483870967|13.62857142857143|17.812903225806455|19.34333333333333|24.429032258064513|30.223333333333336|3.0|4.0|6.0|8.0|9.0|9.0
5|18|100.2|96.8|50.9|20.7|25.5|59.20000000000001|0.0|3.9|0.0|0.0|0.0|0.0|13.248387096774193|10.928571428571429|14.493548387096775|17.790000000000003|21.806451612903224|27.316666666666666|3.0|4.0|6.0|8.0|9.0|9.0
5|19|1.7000000000000002|3.1|35.3|162.4|16.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|13.025806451612903|15.667857142857143|17.712903225806453|16.69|22.919354838709676|28.023333333333333|3.0|4.0|6.0|8.0|9.0|9.0
5|20|110.7|0.4|90.1|61.5|36.199999999999996|19.1|17.7|0.0|0.0|0.0|0.0|0.0|12.312903225806451|17.641379310344828|14.758064516129032|17.043333333333333|24.34193548387097|28.040000000000003|3.0|4.0|6.0|8.0|9.0|9.0
5|21|42.4|1.1|23.5|63.800000000000004|45.8|25.6|7.4|0.0|0.0|0.0|0.0|0.0|11.461290322580645|15.346428571428572|14.887096774193548|16.38|22.996774193548386|26.973333333333336|3.0|4.0|6.0|8.0|9.0|9.0
5|22|2.1|7.6|178.7|118.3|43.8|5.300000000000001|0.0|0.0|0.0|0.0|0.0|0.0|13.074193548387097|15.821428571428571|12.225806451612904|16.076666666666668|25.26451612903226|31.846666666666668|3.0|4.0|6.0|8.0|9.0|9.0
6|16|6.4|27.0|30.2|106.7|71.9|1.2999999999999998|0.0|0.9|0.0|0.0|0.0|0.0|13.761290322580646|13.548275862068964|14.896774193548387|18.376666666666665|22.503225806451614|29.646666666666665|3.0|4.0|6.0|8.0|9.0|9.0
6|17|111.7|10.7|116.89999999999999|47.9|6.8|9.200000000000001|23.3|0.0|0.0|0.0|0.0|0.0|9.806451612903226|13.275|17.47741935483871|19.483333333333334|24.89032258064516|30.90666666666667|3.0|4.0|6.0|8.0|9.0|9.0
6|18|91.10000000000001|95.5|63.5|58.0|114.39999999999999|86.7|0.1|5.5|0.0|0.0|0.0|0.0|12.451612903225806|10.539285714285715|13.538709677419355|17.686666666666667|21.751612903225805|27.303333333333335|3.0|4.0|6.0|8.0|9.0|9.0
6|19|2.5|10.4|37.0|194.0|19.599999999999998|1.2000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|11.548387096774194|14.778571428571428|17.200000000000003|16.21|23.164516129032258|28.459999999999997|3.0|4.0|6.0|8.0|9.0|9.0
6|20|103.9|1.9|136.9|75.7|58.800000000000004|10.7|17.5|0.0|0.0|0.0|0.0|0.0|11.719354838709679|17.0|14.37741935483871|17.316666666666666|24.348387096774193|28.736666666666668|3.0|4.0|6.0|8.0|9.0|9.0
6|21|78.1|11.5|52.0|131.2|45.8|43.8|21.900000000000002|0.0|0.0|0.0|0.0|0.0|9.435483870967742|14.25|14.358064516129033|16.063333333333333|22.874193548387098|27.03666666666667|3.0|4.0|6.0|8.0|9.0|9.0
6|22|2.4|10.9|232.2|140.0|59.50000000000001|6.3|0.0|0.0|0.0|1.7000000000000002|0.0|0.0|12.312903225806451|15.207142857142857|11.461290322580645|15.456666666666667|25.438709677419357|32.1|3.0|4.0|6.0|8.0|9.0|9.0
7|16|10.9|10.7|34.9|77.10000000000001|55.4|6.1|0.0|0.0|0.0|0.0|0.0|0.0|14.864516129032259|14.772413793103448|16.07741935483871|19.08|23.096774193548388|29.91|3.0|4.0|6.0|8.0|9.0|9.0
7|17|137.1|4.800000000000001|157.6|54.4|3.1|12.4|17.1|0.0|0.0|0.0|0.0|0.0|10.738709677419354|14.110714285714286|18.13225806451613|19.84333333333333|25.051612903225806|30.916666666666668|3.0|4.0|6.0|8.0|9.0|9.0
7|18|97.3|78.1|51.7|22.0|51.1|49.9|0.0|1.5|0.0|0.0|0.0|0.0|13.593548387096773|11.375|14.845161290322581|18.313333333333333|22.36774193548387|27.71333333333333|3.0|4.0|6.0|8.0|9.0|9.0
7|19|1.5|3.7|32.7|173.60000000000002|7.500000000000001|0.6000000000000001|0.0|0.0|0.0|0.0|0.0|0.0|13.167741935483871|15.985714285714286|18.1|17.15|23.46451612903226|28.586666666666666|3.0|4.0|6.0|8.0|9.0|9.0
7|20|102.4|0.7999999999999999|102.6|61.3|26.9|13.4|11.6|0.0|0.0|0.0|0.0|0.0|12.870967741935484|17.979310344827585|15.135483870967741|17.71333333333333|24.83225806451613|28.55|3.0|4.0|6.0|8.0|9.0|9.0
7|21|40.1|1.2|19.7|55.0|40.4|29.000000000000004|4.6|0.0|0.0|0.0|0.0|0.0|11.496774193548386|15.625|15.280645161290321|16.763333333333332|23.348387096774193|27.416666666666668|3.0|4.0|6.0|8.0|9.0|9.0
7|22|2.3|7.4|166.5|111.3|37.0|3.6|0.0|0.0|0.0|0.0|0.0|0.0|13.341935483870968|16.15357142857143|12.558064516129033|16.403333333333332|25.845161290322583|32.38666666666667|3.0|4.0|6.0|8.0|9.0|9.0
8|16|9.700000000000001|15.5|36.9|72.5|65.2|9.1|0.0|0.6000000000000001|0.0|0.0|0.0|0.0|13.970967741935485|13.76896551724138|15.067741935483872|18.523333333333333|22.54516129032258|29.66|3.0|4.0|6.0|8.0|9.0|9.0
8|17|127.6|7.9|139.60000000000002|51.4|2.6|9.799999999999999|20.9|0.0|0.0|0.0|0.0|0.0|9.880645161290323|13.321428571428571|17.358064516129033|19.209999999999997|24.538709677419355|30.486666666666668|3.0|4.0|6.0|8.0|9.0|9.0
8|18|91.60000000000001|76.0|55.0|31.7|39.699999999999996|81.1|0.0|1.3|0.0|0.0|0.0|0.0|12.541935483870969|10.442857142857141|13.880645161290323|17.61|21.519354838709678|26.970000000000002|3.0|4.0|6.0|8.0|9.0|9.0
8|19|2.4|4.2|28.0|171.5|4.9|0.6000000000000001|0.0|0.0|0.0|0.0|0.0|0.0|12.138709677419355|15.089285714285714|17.309677419354838|16.39|23.03548387096774|28.133333333333333|3.0|4.0|6.0|8.0|9.0|9.0
8|20|95.5|1.0|109.5|47.2|29.7|5.9|21.1|0.0|0.0|0.0|0.0|0.0|12.129032258064516|17.217241379310344|14.55483870967742|17.3|24.45483870967742|28.543333333333333|3.0|4.0|6.0|8.0|9.0|9.0
8|21|36.9|2.7|21.099999999999998|46.5|34.199999999999996|28.6|12.200000000000001|0.0|0.0|0.0|0.0|0.0|10.270967741935483|14.721428571428572|14.658064516129032|16.193333333333335|22.780645161290323|26.926666666666666|3.0|4.0|6.0|8.0|9.0|9.0
8|22|1.0|7.9|136.1|102.7|36.5|3.3|0.0|0.0|0.0|0.5|0.0|0.0|12.635483870967741|15.450000000000001|11.861290322580645|15.746666666666666|25.393548387096775|31.793333333333333|3.0|4.0|6.0|8.0|9.0|9.0
9|16|12.7|13.4|37.3|88.9|47.6|3.0999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|15.2|15.093103448275862|16.296774193548387|19.133333333333333|23.112903225806452|29.64|3.0|4.0|6.0|8.0|9.0|9.0
9|17|156.7|9.5|173.6|54.5|1.2|13.0|10.3|0.0|0.0|0.0|0.0|0.0|11.225806451612904|14.292857142857143|18.541935483870965|20.05666666666667|25.19677419354839|30.89333333333333|3.0|4.0|6.0|8.0|9.0|9.0
9|18|119.19999999999999|103.4|47.8|24.1|39.400000000000006|60.3|0.0|1.5|0.0|0.0|0.0|0.0|14.025806451612903|11.685714285714285|15.319354838709677|18.546666666666667|22.706451612903226|27.96333333333333|3.0|4.0|6.0|8.0|9.0|9.0
9|19|1.1|3.0|37.7|149.79999999999998|15.099999999999998|0.6000000000000001|0.0|0.0|0.0|0.0|0.0|0.0|13.548387096774194|16.07857142857143|18.348387096774193|17.346666666666668|23.42258064516129|28.57|3.0|4.0|6.0|8.0|9.0|9.0
9|20|109.1|0.6000000000000001|89.2|56.6|38.5|14.2|6.6000000000000005|0.0|0.0|0.0|0.0|0.0|13.03225806451613|18.396551724137932|15.364516129032259|17.776666666666664|24.82903225806452|28.41|3.0|4.0|6.0|8.0|9.0|9.0
9|21|45.199999999999996|0.8|25.5|70.1|46.0|23.299999999999997|4.4|0.0|0.0|0.0|0.0|0.0|11.948387096774193|15.50357142857143|15.36774193548387|16.946666666666665|23.625806451612902|27.55|3.0|4.0|6.0|8.0|9.0|9.0
9|22|2.4|7.1|184.2|115.6|37.800000000000004|4.8|0.0|0.0|0.0|0.0|0.0|0.0|13.641935483870967|16.45|12.729032258064517|16.636666666666667|25.71935483870968|32.223333333333336|3.0|4.0|6.0|8.0|9.0|9.0
10|16|15.1|13.600000000000001|30.7|116.4|36.6|4.5|0.0|0.0|0.0|0.0|0.0|0.0|15.806451612903226|15.682758620689656|16.87741935483871|19.6|23.74516129032258|30.186666666666667|3.0|4.0|6.0|8.0|9.0|9.0
10|17|185.70000000000002|11.4|172.1|57.1|2.2|21.8|12.4|0.0|0.0|0.0|0.0|0.0|11.435483870967742|14.346428571428572|18.44193548387097|19.846666666666668|24.74516129032258|30.35|3.0|4.0|6.0|8.0|9.0|9.0
10|18|113.8|112.8|43.800000000000004|19.4|19.6|85.3|0.0|6.1|0.0|0.0|0.0|0.0|14.248387096774193|11.678571428571429|15.396774193548387|18.446666666666665|22.574193548387097|27.81|3.0|4.0|6.0|8.0|9.0|9.0
10|19|4.300000000000001|2.1|48.3|169.20000000000002|18.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.596774193548388|16.039285714285715|18.106451612903225|17.426666666666666|23.141935483870967|28.316666666666666|3.0|4.0|6.0|8.0|9.0|9.0
10|20|124.7|1.8|92.3|58.1|54.1|25.5|8.0|0.0|0.0|0.0|0.0|0.0|13.238709677419354|18.73448275862069|15.693548387096774|18.06|25.0258064516129|28.326666666666664|3.0|4.0|6.0|8.0|9.0|9.0
10|21|54.8|1.5|32.8|97.6|52.2|24.9|6.1|0.0|0.0|0.0|0.0|0.0|12.716129032258063|15.910714285714286|15.570967741935483|17.103333333333335|23.74516129032258|27.59|3.0|4.0|6.0|8.0|9.0|9.0
10|22|0.6000000000000001|10.700000000000001|255.6|151.7|50.2|4.3|0.0|0.0|0.0|0.0|0.0|0.0|13.725806451612904|16.428571428571427|13.041935483870969|16.886666666666667|25.629032258064516|32.02|3.0|4.0|6.0|8.0|9.0|9.0
11|16|10.7|11.8|40.0|99.2|33.0|9.4|0.0|0.0|0.0|0.0|0.0|0.0|15.419354838709678|15.76551724137931|17.07741935483871|20.253333333333334|23.83225806451613|30.740000000000002|3.0|4.0|6.0|8.0|9.0|9.0
11|17|107.4|3.7|124.49999999999999|40.5|5.800000000000001|24.0|12.6|0.0|0.0|0.0|0.0|0.0|11.35483870967742|15.103571428571428|18.75483870967742|20.543333333333333|25.861290322580647|31.52|3.0|4.0|6.0|8.0|9.0|9.0
11|18|89.69999999999999|46.1|46.0|30.2|60.599999999999994|48.8|0.0|0.0|0.0|0.0|0.0|0.0|14.332258064516129|12.1|15.696774193548388|19.4|22.86774193548387|27.996666666666666|3.0|4.0|6.0|8.0|9.0|9.0
11|19|1.5|6.9|33.2|192.9|5.2|0.6000000000000001|0.0|0.0|0.0|0.0|0.0|0.0|13.62258064516129|16.860714285714288|18.72258064516129|17.959999999999997|24.13225806451613|29.52|3.0|4.0|6.0|8.0|9.0|9.0
11|20|82.7|0.1|115.0|56.7|37.7|6.0|4.4|0.0|0.0|0.0|0.0|0.0|13.496774193548386|18.71034482758621|16.212903225806453|18.576666666666664|26.003225806451614|29.509999999999998|3.0|4.0|6.0|8.0|9.0|9.0
11|21|32.9|1.5|16.3|53.3|40.8|33.2|1.8|0.0|0.0|0.0|0.0|0.0|12.441935483870967|17.010714285714286|16.425806451612903|17.85|24.07741935483871|28.19333333333333|3.0|4.0|6.0|8.0|9.0|9.0
11|22|1.5|5.5|139.9|109.1|55.5|6.199999999999999|0.0|0.0|0.0|0.0|0.0|0.0|14.141935483870967|16.785714285714285|13.851612903225806|17.386666666666667|26.693548387096776|32.47666666666667|3.0|4.0|6.0|8.0|9.0|9.0
12|16|10.8|12.3|35.7|73.3|58.800000000000004|2.5999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|15.258064516129032|15.182758620689656|16.43548387096774|19.453333333333333|23.432258064516127|30.19333333333333|3.0|4.0|6.0|8.0|9.0|9.0
12|17|151.4|5.9|159.5|52.9|0.8|10.899999999999999|15.1|0.0|0.0|0.0|0.0|0.0|11.254838709677419|14.446428571428571|18.61935483870968|20.236666666666668|25.480645161290322|31.31|3.0|4.0|6.0|8.0|9.0|9.0
12|18|106.5|84.8|51.1|24.099999999999998|46.2|52.6|0.0|0.6|0.0|0.0|0.0|0.0|14.01290322580645|11.810714285714285|15.3|18.686666666666667|22.848387096774193|28.126666666666665|3.0|4.0|6.0|8.0|9.0|9.0
12|19|1.2000000000000002|3.4|32.7|163.5|9.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|13.574193548387097|16.25|18.51290322580645|17.55666666666667|23.79032258064516|28.88|3.0|4.0|6.0|8.0|9.0|9.0
12|20|100.2|0.6000000000000001|108.6|61.2|30.400000000000002|15.2|7.800000000000001|0.0|0.0|0.0|0.0|0.0|13.13225806451613|18.406896551724138|15.46774193548387|18.023333333333333|25.070967741935487|28.916666666666668|3.0|4.0|6.0|8.0|9.0|9.0
12|21|42.4|1.6|22.099999999999998|61.5|41.0|29.7|4.1|0.0|0.0|0.0|0.0|0.0|11.735483870967743|15.703571428571427|15.580645161290322|17.126666666666665|23.79032258064516|27.82|3.0|4.0|6.0|8.0|9.0|9.0
12|22|2.4|6.700000000000001|171.9|110.9|34.6|4.5|0.0|0.0|0.0|0.0|0.0|0.0|13.706451612903225|16.507142857142856|12.848387096774195|16.753333333333334|26.048387096774192|32.49|3.0|4.0|6.0|8.0|9.0|9.0
13|16|9.900000000000002|11.500000000000002|39.599999999999994|80.5|49.5|27.700000000000003|0.0|0.0|0.0|0.0|0.0|0.0|14.635483870967741|14.555172413793104|15.738709677419354|19.03666666666667|22.864516129032257|29.75|3.0|4.0|6.0|8.0|9.0|9.0
13|17|112.4|6.1|148.2|59.599999999999994|7.0|11.899999999999999|18.2|0.0|0.0|0.0|0.0|0.0|10.496774193548386|14.053571428571429|17.919354838709676|19.776666666666664|25.225806451612904|31.23|3.0|4.0|6.0|8.0|9.0|9.0
13|18|87.0|65.7|57.0|23.5|54.9|63.3|0.0|0.30000000000000004|0.0|0.0|0.0|0.0|13.212903225806452|11.067857142857141|14.600000000000001|18.366666666666667|22.187096774193545|27.513333333333332|3.0|4.0|6.0|8.0|9.0|9.0
13|19|0.9|4.7|32.7|162.4|3.8|0.7999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|12.751612903225807|15.778571428571428|17.85483870967742|16.996666666666666|23.532258064516128|28.720000000000002|3.0|4.0|6.0|8.0|9.0|9.0
13|20|90.8|1.7|118.89999999999999|51.9|26.7|19.4|12.3|0.0|0.0|0.0|0.0|0.0|12.583870967741936|17.70344827586207|15.1|17.65|25.067741935483873|29.08|3.0|4.0|6.0|8.0|9.0|9.0
13|21|35.0|2.1|21.6|46.0|36.7|30.799999999999997|5.0|0.0|0.0|0.0|0.0|0.0|11.14516129032258|15.739285714285714|15.306451612903226|16.833333333333332|23.258064516129032|27.506666666666668|3.0|4.0|6.0|8.0|9.0|9.0
13|22|0.7999999999999999|7.8|149.0|111.2|41.8|1.8|0.0|0.0|0.0|0.0|0.0|0.0|13.138709677419355|15.910714285714286|12.48709677419355|16.31|25.993548387096773|32.413333333333334|3.0|4.0|6.0|8.0|9.0|9.0
14|16|9.0|15.600000000000001|36.6|72.0|65.7|8.0|0.0|0.30000000000000004|0.0|0.0|0.0|0.0|13.40967741935484|13.262068965517242|14.574193548387097|18.006666666666668|22.029032258064515|29.2|3.0|4.0|6.0|8.0|9.0|9.0
14|17|134.8|7.4|144.8|52.9|1.5|10.3|21.900000000000002|0.0|0.0|0.0|0.0|0.0|9.100000000000001|12.410714285714286|16.425806451612903|18.206666666666667|23.55483870967742|29.476666666666667|3.0|4.0|6.0|8.0|9.0|9.0
14|18|95.0|76.5|54.7|30.700000000000003|48.4|68.69999999999999|0.0|2.6|0.0|0.0|0.0|0.0|11.680645161290323|9.617857142857144|13.038709677419355|16.723333333333333|20.74516129032258|26.123333333333335|3.0|4.0|6.0|8.0|9.0|9.0
14|19|1.9|4.3|32.1|172.5|6.9|0.9|0.0|0.0|0.0|0.0|0.0|0.0|11.390322580645162|14.278571428571428|16.50967741935484|15.553333333333335|22.103225806451615|27.176666666666666|3.0|4.0|6.0|8.0|9.0|9.0
14|20|97.2|0.6000000000000001|112.0|49.9|32.6|6.1|26.5|0.0|0.0|0.0|0.0|0.0|11.348387096774195|16.489655172413794|13.76774193548387|16.493333333333332|23.706451612903226|27.716666666666665|3.0|4.0|6.0|8.0|9.0|9.0
14|21|39.6|4.6|21.0|52.0|36.699999999999996|29.9|17.5|0.0|0.0|0.0|0.0|0.0|9.709677419354838|14.049999999999999|13.95483870967742|15.476666666666667|22.116129032258065|26.209999999999997|3.0|4.0|6.0|8.0|9.0|9.0
14|22|1.6|8.6|154.70000000000002|110.3|42.3|5.0|0.0|0.0|0.0|1.3|0.0|0.0|11.899999999999999|14.678571428571429|11.077419354838709|14.973333333333333|24.480645161290322|30.823333333333334|3.0|4.0|6.0|8.0|9.0|9.0
15|16|9.600000000000001|12.1|35.5|71.9|58.5|10.8|0.0|0.0|0.0|0.0|0.0|0.0|14.041935483870969|13.948275862068966|15.209677419354838|18.5|22.5258064516129|29.59|3.0|4.0|6.0|8.0|9.0|9.0
